company,year,quarter,earnings
Stada,2014,3,"32,300,000.00"
Stada,2014,4,"-34,500,000.00"
Stada,2015,1,"21,200,000.00"
Stada,2015,2,"32,400,000.00"
Stada,2015,3,"36,300,000.00"
Stada,2015,4,"20,500,000.00"
Stada,2016,1,"29,600,000.00"
Stada,2016,2,"52,400,000.00"
Stada,2016,3,"18,200,000.00"
Stada,2016,4,"-14,300,000.00"
Stada,2017,1,"49,200,000.00"
Stada,2017,2,"41,100,000.00"
Stada,2017,3,"18,900,000.00"
Stada,2017,4,"-23,900,000.00"
Stroeer,2012,1,"-5,500,000.00"
Stroeer,2012,2,"6,100,000.00"
Stroeer,2012,3,"-16,900,000.00"
Stroeer,2012,4,"13,400,000.00"
Stroeer,2013,1,"-6,300,000.00"
Stroeer,2013,2,"4,000,000.00"
Stroeer,2013,3,"-4,800,000.00"
Stroeer,2013,4,"10,900,000.00"
Stroeer,2014,1,"-6,500,000.00"
Stroeer,2014,2,"8,900,000.00"
Stroeer,2014,3,"2,500,000.00"
Stroeer,2014,4,"16,800,000.00"
Stroeer,2015,1,"-2,200,000.00"
Stroeer,2015,2,"20,300,000.00"
Stroeer,2015,3,"7,000,000.00"
Stroeer,2015,4,"32,900,000.00"
Stroeer,2016,1,"5,700,000.00"
Stroeer,2016,2,"23,000,000.00"
Stroeer,2016,3,"11,500,000.00"
Stroeer,2016,4,"29,900,000.00"
Stroeer,2017,1,"8,700,000.00"
Stroeer,2017,2,"25,100,000.00"
Stroeer,2017,3,"17,800,000.00"
Stroeer,2017,4,"43,400,000.00"
Suedzucker,2012,1,"91,600,000.00"
Suedzucker,2012,2,"53,100,000.00"
Suedzucker,2012,3,"109,600,000.00"
Suedzucker,2012,4,"122,000,000.00"
Suedzucker,2013,1,"220,500,000.00"
Suedzucker,2013,2,"174,500,000.00"
Suedzucker,2013,3,"112,600,000.00"
Suedzucker,2013,4,"85,500,000.00"
Suedzucker,2014,1,"131,500,000.00"
Suedzucker,2014,2,"115,500,000.00"
Suedzucker,2014,3,"111,400,000.00"
Suedzucker,2014,4,"-76,800,000.00"
Suedzucker,2015,1,"48,900,000.00"
Suedzucker,2015,2,"26,300,000.00"
Suedzucker,2015,3,"-8,100,000.00"
Suedzucker,2015,4,"-47,000,000.00"
Suedzucker,2016,1,"20,800,000.00"
Suedzucker,2016,2,"24,900,000.00"
Suedzucker,2016,3,"45,200,000.00"
Suedzucker,2016,4,"18,000,000.00"
Suedzucker,2017,1,"54,100,000.00"
Suedzucker,2017,2,"54,500,000.00"
Suedzucker,2017,3,"74,100,000.00"
Suedzucker,2017,4,"30,900,000.00"
TAG Immobilien,2012,1,"88,300,000.00"
TAG Immobilien,2012,2,"27,600,000.00"
TAG Immobilien,2012,3,"15,400,000.00"
TAG Immobilien,2012,4,"47,800,000.00"
TAG Immobilien,2013,1,"14,000,000.00"
TAG Immobilien,2013,2,"11,900,000.00"
TAG Immobilien,2013,3,"9,200,000.00"
TAG Immobilien,2013,4,"-7,100,000.00"
TAG Immobilien,2014,1,"8,500,000.00"
TAG Immobilien,2014,2,"5,600,000.00"
TAG Immobilien,2014,3,"49,900,000.00"
TAG Immobilien,2014,4,"-40,400,000.00"
TAG Immobilien,2015,1,"26,700,000.00"
TAG Immobilien,2015,2,"18,100,000.00"
TAG Immobilien,2015,3,"63,500,000.00"
TAG Immobilien,2015,4,"37,000,000.00"
TAG Immobilien,2016,1,"17,100,000.00"
TAG Immobilien,2016,2,"21,900,000.00"
TAG Immobilien,2016,3,"128,500,000.00"
TAG Immobilien,2016,4,"33,900,000.00"
TAG Immobilien,2017,1,"21,800,000.00"
TAG Immobilien,2017,2,"50,800,000.00"
TAG Immobilien,2017,3,"19,300,000.00"
TAG Immobilien,2017,4,"219,200,000.00"
Talanx,2012,1,"211,000,000.00"
Talanx,2012,2,"143,000,000.00"
Talanx,2012,3,"196,000,000.00"
Talanx,2012,4,"80,000,000.00"
Talanx,2013,1,"203,000,000.00"
Talanx,2013,2,"204,000,000.00"
Talanx,2013,3,"121,000,000.00"
Talanx,2013,4,"234,000,000.00"
Talanx,2014,1,"192,000,000.00"
Talanx,2014,2,"165,000,000.00"
Talanx,2014,3,"149,000,000.00"
Talanx,2014,4,"263,000,000.00"
Talanx,2015,1,"251,000,000.00"
Talanx,2015,2,"60,000,000.00"
Talanx,2015,3,"177,000,000.00"
Talanx,2015,4,"246,000,000.00"
Talanx,2016,1,"222,000,000.00"
Talanx,2016,2,"179,000,000.00"
Talanx,2016,3,"234,000,000.00"
Talanx,2016,4,"272,000,000.00"
Talanx,2017,1,"238,000,000.00"
Talanx,2017,2,"225,000,000.00"
Talanx,2017,3,"-19,000,000.00"
Talanx,2017,4,"228,000,000.00"
Wacker Chemie,2012,1,"41,500,000.00"
Wacker Chemie,2012,2,"58,800,000.00"
Wacker Chemie,2012,3,"24,900,000.00"
Wacker Chemie,2012,4,"-12,400,000.00"
Wacker Chemie,2013,1,"4,100,000.00"
Wacker Chemie,2013,2,"13,600,000.00"
Wacker Chemie,2013,3,"4,600,000.00"
Wacker Chemie,2013,4,"-19,700,000.00"
Wacker Chemie,2014,1,"67,000,000.00"
Wacker Chemie,2014,2,"32,000,000.00"
Wacker Chemie,2014,3,"120,500,000.00"
Wacker Chemie,2014,4,"-15,700,000.00"
Wacker Chemie,2015,1,"70,400,000.00"
Wacker Chemie,2015,2,"110,000,000.00"
Wacker Chemie,2015,3,"60,000,000.00"
Wacker Chemie,2015,4,"6,300,000.00"
Wacker Chemie,2016,1,"20,200,000.00"
Wacker Chemie,2016,2,"57,300,000.00"
Wacker Chemie,2016,3,"64,000,000.00"
Wacker Chemie,2016,4,"37,700,000.00"
Wacker Chemie,2017,1,"655,300,000.00"
Wacker Chemie,2017,2,"58,200,000.00"
Wacker Chemie,2017,3,"101,300,000.00"
Wacker Chemie,2017,4,"51,900,000.00"
ADLER Real Estate,2012,1,"-300,000.00"
ADLER Real Estate,2012,2,"-100,000.00"
ADLER Real Estate,2012,3,"-400,000.00"
ADLER Real Estate,2012,4,"1,200,000.00"
ADLER Real Estate,2013,1,"900,000.00"
ADLER Real Estate,2013,2,"29,900,000.00"
ADLER Real Estate,2013,3,"8,600,000.00"
ADLER Real Estate,2013,4,"-600,000.00"
ADLER Real Estate,2014,1,"21,400,000.00"
ADLER Real Estate,2014,2,"79,000,000.00"
ADLER Real Estate,2014,3,"-4,400,000.00"
ADLER Real Estate,2014,4,"12,800,000.00"
ADLER Real Estate,2015,1,"42,800,000.00"
ADLER Real Estate,2015,2,"10,800,000.00"
ADLER Real Estate,2015,3,"2,100,000.00"
ADLER Real Estate,2015,4,"16,400,000.00"
ADLER Real Estate,2016,1,"3,400,000.00"
ADLER Real Estate,2016,2,"25,100,000.00"
ADLER Real Estate,2016,3,"59,200,000.00"
ADLER Real Estate,2016,4,"33,200,000.00"
ADLER Real Estate,2017,1,"1,500,000.00"
ADLER Real Estate,2017,2,"16,100,000.00"
ADLER Real Estate,2017,3,"2,600,000.00"
ADLER Real Estate,2017,4,"106,600,000.00"
Bertrandt,2012,1,"10,800,000.00"
Bertrandt,2012,2,"15,200,000.00"
Bertrandt,2012,3,"11,100,000.00"
Bertrandt,2012,4,"14,600,000.00"
Bertrandt,2013,1,"12,100,000.00"
Bertrandt,2013,2,"14,400,000.00"
Bertrandt,2013,3,"12,700,000.00"
Bertrandt,2013,4,"18,000,000.00"
Bertrandt,2014,1,"13,000,000.00"
Bertrandt,2014,2,"15,800,000.00"
Bertrandt,2014,3,"13,100,000.00"
Bertrandt,2014,4,"20,400,000.00"
Bertrandt,2015,1,"14,600,000.00"
Bertrandt,2015,2,"15,200,000.00"
Bertrandt,2015,3,"12,000,000.00"
Bertrandt,2015,4,"20,800,000.00"
Bertrandt,2016,1,"16,500,000.00"
Bertrandt,2016,2,"12,300,000.00"
Bertrandt,2016,3,"13,000,000.00"
Bertrandt,2016,4,"21,800,000.00"
Bertrandt,2017,1,"11,600,000.00"
Bertrandt,2017,2,"13,400,000.00"
Bertrandt,2017,3,"2,800,000.00"
Bertrandt,2017,4,"16,100,000.00"
Bilfinger,2012,1,"100,000,000.00"
Bilfinger,2012,2,"61,000,000.00"
Bilfinger,2012,3,"57,000,000.00"
Bilfinger,2012,4,"56,900,000.00"
Bilfinger,2013,1,"21,000,000.00"
Bilfinger,2013,2,"47,000,000.00"
Bilfinger,2013,3,"48,000,000.00"
Bilfinger,2013,4,"56,800,000.00"
Bilfinger,2014,1,"8,000,000.00"
Bilfinger,2014,2,"47,000,000.00"
Bilfinger,2014,3,"-180,000,000.00"
Bilfinger,2014,4,"53,600,000.00"
Bilfinger,2015,1,"-17,000,000.00"
Bilfinger,2015,2,"-422,000,000.00"
Bilfinger,2015,3,"-71,000,000.00"
Bilfinger,2015,4,"21,300,000.00"
Bilfinger,2016,1,"-76,000,000.00"
Bilfinger,2016,2,"-58,000,000.00"
Bilfinger,2016,3,"458,000,000.00"
Bilfinger,2016,4,"-53,400,000.00"
Bilfinger,2017,1,"-55,000,000.00"
Bilfinger,2017,2,"-7,000,000.00"
Bilfinger,2017,3,"-21,000,000.00"
Bilfinger,2017,4,"-5,500,000.00"
Biotest Vz,2012,1,"3,800,000.00"
Biotest Vz,2012,2,"6,100,000.00"
Biotest Vz,2012,3,"5,700,000.00"
Biotest Vz,2012,4,"17,800,000.00"
Biotest Vz,2013,1,"7,000,000.00"
Biotest Vz,2013,2,"8,300,000.00"
Biotest Vz,2013,3,"8,700,000.00"
Biotest Vz,2013,4,"8,000,000.00"
Biotest Vz,2014,1,"5,000,000.00"
Biotest Vz,2014,2,"8,800,000.00"
Biotest Vz,2014,3,"5,500,000.00"
Biotest Vz,2014,4,"-100,000.00"
Biotest Vz,2015,1,"1,400,000.00"
Biotest Vz,2015,2,"-3,600,000.00"
Biotest Vz,2015,3,"-85,800,000.00"
Biotest Vz,2015,4,"5,500,000.00"
Biotest Vz,2016,1,"1,800,000.00"
Biotest Vz,2016,2,"5,900,000.00"
Biotest Vz,2016,3,"-9,400,000.00"
Biotest Vz,2016,4,"-44,000,000.00"
Biotest Vz,2017,1,"-24,300,000.00"
Biotest Vz,2017,2,"6,500,000.00"
Biotest Vz,2017,3,"-4,400,000.00"
Biotest Vz,2017,4,"18,700,000.00"
Borussia Dortmund,2012,1,"4,200,000.00"
Borussia Dortmund,2012,2,"8,500,000.00"
Borussia Dortmund,2012,3,0.10
Borussia Dortmund,2012,4,"14,700,000.00"
Borussia Dortmund,2013,1,"2,500,000.00"
Borussia Dortmund,2013,2,"11,600,000.00"
Borussia Dortmund,2013,3,"2,100,000.00"
Borussia Dortmund,2013,4,"34,600,000.00"
Borussia Dortmund,2014,1,"1,400,000.00"
Borussia Dortmund,2014,2,"6,700,000.00"
Borussia Dortmund,2014,3,"100,000.00"
Borussia Dortmund,2014,4,"3,500,000.00"
Borussia Dortmund,2015,1,"2,400,000.00"
Borussia Dortmund,2015,2,"1,300,000.00"
Borussia Dortmund,2015,3,"-8,400,000.00"
Borussia Dortmund,2015,4,"10,000,000.00"
Borussia Dortmund,2016,1,"-5,600,000.00"
Borussia Dortmund,2016,2,"900,000.00"
Borussia Dortmund,2016,3,"-8,700,000.00"
Borussia Dortmund,2016,4,"42,600,000.00"
Borussia Dortmund,2017,1,"20,700,000.00"
Borussia Dortmund,2017,2,"-5,100,000.00"
Borussia Dortmund,2017,3,"-14,200,000.00"
Borussia Dortmund,2017,4,"6,800,000.00"
CEWE Stiftung,2012,1,"-7,100,000.00"
CEWE Stiftung,2012,2,"-700,000.00"
CEWE Stiftung,2012,3,"4,600,000.00"
CEWE Stiftung,2012,4,"22,000,000.00"
CEWE Stiftung,2013,1,"-6,800,000.00"
CEWE Stiftung,2013,2,"-4,900,000.00"
CEWE Stiftung,2013,3,"5,200,000.00"
CEWE Stiftung,2013,4,"28,100,000.00"
CEWE Stiftung,2014,1,"-5,100,000.00"
CEWE Stiftung,2014,2,"-2,900,000.00"
CEWE Stiftung,2014,3,"2,700,000.00"
CEWE Stiftung,2014,4,"26,700,000.00"
CEWE Stiftung,2015,1,"-3,600,000.00"
CEWE Stiftung,2015,2,"-2,400,000.00"
CEWE Stiftung,2015,3,"2,900,000.00"
CEWE Stiftung,2015,4,"26,200,000.00"
CEWE Stiftung,2016,1,"600,000.00"
CEWE Stiftung,2016,2,"-500,000.00"
CEWE Stiftung,2016,3,"5,400,000.00"
CEWE Stiftung,2016,4,"24,900,000.00"
CEWE Stiftung,2017,1,"500,000.00"
CEWE Stiftung,2017,2,"-800,000.00"
CEWE Stiftung,2017,3,"2,500,000.00"
CEWE Stiftung,2017,4,"31,400,000.00"
Deutsche Beteiligungs,2012,1,"6,900,000.00"
Deutsche Beteiligungs,2012,2,"20,900,000.00"
Deutsche Beteiligungs,2012,3,"12,300,000.00"
Deutsche Beteiligungs,2012,4,"4,400,000.00"
Deutsche Beteiligungs,2013,1,"7,500,000.00"
Deutsche Beteiligungs,2013,2,"11,500,000.00"
Deutsche Beteiligungs,2013,3,"2,400,000.00"
Deutsche Beteiligungs,2013,4,"10,800,000.00"
Deutsche Beteiligungs,2014,1,"12,400,000.00"
Deutsche Beteiligungs,2014,2,"5,600,000.00"
Deutsche Beteiligungs,2014,3,"21,500,000.00"
Deutsche Beteiligungs,2014,4,"8,300,000.00"
Deutsche Beteiligungs,2015,1,"13,300,000.00"
Deutsche Beteiligungs,2015,2,"8,300,000.00"
Deutsche Beteiligungs,2015,3,"6,700,000.00"
Deutsche Beteiligungs,2015,4,"-1,300,000.00"
Deutsche Beteiligungs,2016,1,"30,800,000.00"
Deutsche Beteiligungs,2016,2,"1,200,000.00"
Deutsche Beteiligungs,2016,3,"-5,700,000.00"
Deutsche Beteiligungs,2016,4,"23,900,000.00"
Deutsche Beteiligungs,2017,1,"14,100,000.00"
Deutsche Beteiligungs,2017,2,"30,000,000.00"
Deutsche Beteiligungs,2017,3,"34,500,000.00"
Deutsche Beteiligungs,2017,4,"11,800,000.00"
Deutz,2012,1,"6,300,000.00"
Deutz,2012,2,"5,800,000.00"
Deutz,2012,3,"100,000.00"
Deutz,2012,4,"8,800,000.00"
Deutz,2013,1,"-6,900,000.00"
Deutz,2013,2,"12,400,000.00"
Deutz,2013,3,"15,500,000.00"
Deutz,2013,4,"15,400,000.00"
Deutz,2014,1,"-500,000.00"
Deutz,2014,2,"3,400,000.00"
Deutz,2014,3,"1,200,000.00"
Deutz,2014,4,"17,100,000.00"
Deutz,2015,1,"8,000,000.00"
Deutz,2015,2,"9,000,000.00"
Deutz,2015,3,"-8,700,000.00"
Deutz,2015,4,"-2,900,000.00"
Deutz,2016,1,"9,200,000.00"
Deutz,2016,2,"11,300,000.00"
Deutz,2016,3,"-1,200,000.00"
Deutz,2016,4,"-2,700,000.00"
Deutz,2017,1,"15,400,000.00"
Deutz,2017,2,"4,400,000.00"
Deutz,2017,3,"1,500,000.00"
Deutz,2017,4,"99,900,000.00"
DIC Asset,2012,1,"2,500,000.00"
DIC Asset,2012,2,"2,500,000.00"
DIC Asset,2012,3,"2,400,000.00"
DIC Asset,2012,4,"4,300,000.00"
DIC Asset,2013,1,"3,700,000.00"
DIC Asset,2013,2,"2,800,000.00"
DIC Asset,2013,3,"4,100,000.00"
DIC Asset,2013,4,"5,300,000.00"
DIC Asset,2014,1,"2,200,000.00"
DIC Asset,2014,2,"2,400,000.00"
DIC Asset,2014,3,"2,100,000.00"
DIC Asset,2014,4,"8,100,000.00"
DIC Asset,2015,1,"1,200,000.00"
DIC Asset,2015,2,"3,500,000.00"
DIC Asset,2015,3,"11,100,000.00"
DIC Asset,2015,4,"4,600,000.00"
DIC Asset,2016,1,"12,000,000.00"
DIC Asset,2016,2,"8,400,000.00"
DIC Asset,2016,3,"2,400,000.00"
DIC Asset,2016,4,"-51,000,000.00"
DIC Asset,2017,1,"7,800,000.00"
DIC Asset,2017,2,"11,200,000.00"
DIC Asset,2017,3,"13,200,000.00"
DIC Asset,2017,4,"31,400,000.00"
DMG Mori,2012,1,"9,500,000.00"
DMG Mori,2012,2,"16,900,000.00"
DMG Mori,2012,3,"23,000,000.00"
DMG Mori,2012,4,"27,900,000.00"
DMG Mori,2013,1,"9,200,000.00"
DMG Mori,2013,2,"18,100,000.00"
DMG Mori,2013,3,"22,500,000.00"
DMG Mori,2013,4,"35,300,000.00"
DMG Mori,2014,1,"16,100,000.00"
DMG Mori,2014,2,"24,100,000.00"
DMG Mori,2014,3,"27,000,000.00"
DMG Mori,2014,4,"43,400,000.00"
DMG Mori,2015,1,"17,700,000.00"
DMG Mori,2015,2,"24,300,000.00"
DMG Mori,2015,3,"26,900,000.00"
DMG Mori,2015,4,"80,500,000.00"
DMG Mori,2016,1,"16,200,000.00"
DMG Mori,2016,2,"21,700,000.00"
DMG Mori,2016,3,"25,800,000.00"
DMG Mori,2016,4,"-18,900,000.00"
DMG Mori,2017,1,"22,800,000.00"
DMG Mori,2017,2,"28,300,000.00"
DMG Mori,2017,3,"28,500,000.00"
DMG Mori,2017,4,"37,800,000.00"
Elringklinger,2012,1,"24,200,000.00"
Elringklinger,2012,2,"25,300,000.00"
Elringklinger,2012,3,"23,200,000.00"
Elringklinger,2012,4,"13,200,000.00"
Elringklinger,2013,1,"23,800,000.00"
Elringklinger,2013,2,"26,200,000.00"
Elringklinger,2013,3,"22,500,000.00"
Elringklinger,2013,4,"32,900,000.00"
Elringklinger,2014,1,"27,900,000.00"
Elringklinger,2014,2,"28,600,000.00"
Elringklinger,2014,3,"32,300,000.00"
Elringklinger,2014,4,"16,900,000.00"
Elringklinger,2015,1,"28,200,000.00"
Elringklinger,2015,2,"21,000,000.00"
Elringklinger,2015,3,"20,000,000.00"
Elringklinger,2015,4,"22,400,000.00"
Elringklinger,2016,1,"17,200,000.00"
Elringklinger,2016,2,"22,600,000.00"
Elringklinger,2016,3,"19,000,000.00"
Elringklinger,2016,4,"19,800,000.00"
Elringklinger,2017,1,"25,100,000.00"
Elringklinger,2017,2,"18,400,000.00"
Elringklinger,2017,3,"16,100,000.00"
Elringklinger,2017,4,"10,300,000.00"
Encavis,2012,1,"-1,800,000.00"
Encavis,2012,2,"7,800,000.00"
Encavis,2012,3,"2,600,000.00"
Encavis,2012,4,0.01
Encavis,2013,1,"2,300,000.00"
Encavis,2013,2,"8,800,000.00"
Encavis,2013,3,"3,600,000.00"
Encavis,2013,4,"-1,300,000.00"
Encavis,2014,1,"5,500,000.00"
Encavis,2014,2,"13,400,000.00"
Encavis,2014,3,"2,500,000.00"
Encavis,2014,4,"4,100,000.00"
Encavis,2015,1,"900,000.00"
Encavis,2015,2,"14,000,000.00"
Encavis,2015,3,"16,500,000.00"
Encavis,2015,4,"-12,700,000.00"
Encavis,2016,1,"-8,800,000.00"
Encavis,2016,2,"5,900,000.00"
Encavis,2016,3,"15,800,000.00"
Encavis,2016,4,"-1,500,000.00"
Encavis,2017,1,"4,500,000.00"
Encavis,2017,2,"15,700,000.00"
Encavis,2017,3,"14,800,000.00"
Encavis,2017,4,"-9,300,000.00"
Gerry Weber,2012,1,"11,500,000.00"
Gerry Weber,2012,2,"20,100,000.00"
Gerry Weber,2012,3,"12,900,000.00"
Gerry Weber,2012,4,"34,300,000.00"
Gerry Weber,2013,1,"11,500,000.00"
Gerry Weber,2013,2,"17,800,000.00"
Gerry Weber,2013,3,"11,500,000.00"
Gerry Weber,2013,4,"30,200,000.00"
Gerry Weber,2014,1,"11,600,000.00"
Gerry Weber,2014,2,"21,100,000.00"
Gerry Weber,2014,3,"10,400,000.00"
Gerry Weber,2014,4,"28,300,000.00"
Gerry Weber,2015,1,"10,500,000.00"
Gerry Weber,2015,2,"11,400,000.00"
Gerry Weber,2015,3,"300,000.00"
Gerry Weber,2015,4,"30,000,000.00"
Gerry Weber,2016,1,"1,200,000.00"
Gerry Weber,2016,2,"1,800,000.00"
Gerry Weber,2016,3,"-7,000,000.00"
Gerry Weber,2016,4,"4,500,000.00"
Gerry Weber,2017,1,"1,200,000.00"
Gerry Weber,2017,2,"500,000.00"
Gerry Weber,2017,3,"-5,100,000.00"
Gerry Weber,2017,4,"2,600,000.00"
Grammer,2012,1,"7,700,000.00"
Grammer,2012,2,"4,700,000.00"
Grammer,2012,3,"5,400,000.00"
Grammer,2012,4,"6,600,000.00"
Grammer,2013,1,"8,000,000.00"
Grammer,2013,2,"9,300,000.00"
Grammer,2013,3,"6,800,000.00"
Grammer,2013,4,"5,500,000.00"
Grammer,2014,1,"8,700,000.00"
Grammer,2014,2,"9,600,000.00"
Grammer,2014,3,"8,300,000.00"
Grammer,2014,4,"7,000,000.00"
Grammer,2015,1,"9,700,000.00"
Grammer,2015,2,"3,900,000.00"
Grammer,2015,3,"3,000,000.00"
Grammer,2015,4,"7,200,000.00"
Grammer,2016,1,"7,500,000.00"
Grammer,2016,2,"13,600,000.00"
Grammer,2016,3,"4,300,000.00"
Grammer,2016,4,"19,600,000.00"
Grammer,2017,1,"14,000,000.00"
Grammer,2017,2,"6,100,000.00"
Grammer,2017,3,"5,700,000.00"
Grammer,2017,4,"6,700,000.00"
Grenke,2012,1,"9,400,000.00"
Grenke,2012,2,"10,200,000.00"
Grenke,2012,3,"10,600,000.00"
Grenke,2012,4,"12,300,000.00"
Grenke,2013,1,"11,500,000.00"
Grenke,2013,2,"10,900,000.00"
Grenke,2013,3,"12,800,000.00"
Grenke,2013,4,"11,800,000.00"
Grenke,2014,1,"14,500,000.00"
Grenke,2014,2,"16,700,000.00"
Grenke,2014,3,"17,100,000.00"
Grenke,2014,4,"16,700,000.00"
Grenke,2015,1,"18,400,000.00"
Grenke,2015,2,"20,100,000.00"
Grenke,2015,3,"21,200,000.00"
Grenke,2015,4,"21,100,000.00"
Grenke,2016,1,"22,500,000.00"
Grenke,2016,2,"27,000,000.00"
Grenke,2016,3,"26,300,000.00"
Grenke,2016,4,"27,400,000.00"
Grenke,2017,1,"28,800,000.00"
Grenke,2017,2,"30,100,000.00"
Grenke,2017,3,"32,000,000.00"
Grenke,2017,4,"34,100,000.00"
Hamborner REIT,2012,1,"1,900,000.00"
Hamborner REIT,2012,2,"1,900,000.00"
Hamborner REIT,2012,3,"2,000,000.00"
Hamborner REIT,2012,4,"1,900,000.00"
Hamborner REIT,2013,1,"3,700,000.00"
Hamborner REIT,2013,2,"1,900,000.00"
Hamborner REIT,2013,3,"2,100,000.00"
Hamborner REIT,2013,4,"800,000.00"
Hamborner REIT,2014,1,"6,300,000.00"
Hamborner REIT,2014,2,"5,500,000.00"
Hamborner REIT,2014,3,"4,400,000.00"
Hamborner REIT,2014,4,"900,000.00"
Hamborner REIT,2015,1,"2,400,000.00"
Hamborner REIT,2015,2,"2,600,000.00"
Hamborner REIT,2015,3,"3,600,000.00"
Hamborner REIT,2015,4,"5,200,000.00"
Hamborner REIT,2016,1,"6,100,000.00"
Hamborner REIT,2016,2,"2,700,000.00"
Hamborner REIT,2016,3,"5,300,000.00"
Hamborner REIT,2016,4,"3,300,000.00"
Hamborner REIT,2017,1,"4,400,000.00"
Hamborner REIT,2017,2,"6,500,000.00"
Hamborner REIT,2017,3,"4,800,000.00"
Hamborner REIT,2017,4,"2,000,000.00"
Heidelberger Druckmaschinen,2012,1,"-46,100,000.00"
Heidelberger Druckmaschinen,2012,2,"-19,500,000.00"
Heidelberger Druckmaschinen,2012,3,"-13,800,000.00"
Heidelberger Druckmaschinen,2012,4,"-150,700,000.00"
Heidelberger Druckmaschinen,2013,1,"-73,700,000.00"
Heidelberger Druckmaschinen,2013,2,"-30,100,000.00"
Heidelberger Druckmaschinen,2013,3,"15,600,000.00"
Heidelberger Druckmaschinen,2013,4,"-21,700,000.00"
Heidelberger Druckmaschinen,2014,1,"-38,500,000.00"
Heidelberger Druckmaschinen,2014,2,"-8,900,000.00"
Heidelberger Druckmaschinen,2014,3,"7,500,000.00"
Heidelberger Druckmaschinen,2014,4,"43,500,000.00"
Heidelberger Druckmaschinen,2015,1,"-34,000,000.00"
Heidelberger Druckmaschinen,2015,2,"-7,900,000.00"
Heidelberger Druckmaschinen,2015,3,"-53,400,000.00"
Heidelberger Druckmaschinen,2015,4,"22,900,000.00"
Heidelberger Druckmaschinen,2016,1,"-4,100,000.00"
Heidelberger Druckmaschinen,2016,2,"-9,500,000.00"
Heidelberger Druckmaschinen,2016,3,"6,800,000.00"
Heidelberger Druckmaschinen,2016,4,"34,900,000.00"
Heidelberger Druckmaschinen,2017,1,"-37,000,000.00"
Heidelberger Druckmaschinen,2017,2,"9,300,000.00"
Heidelberger Druckmaschinen,2017,3,"17,700,000.00"
Heidelberger Druckmaschinen,2017,4,"46,200,000.00"
HHLA,2012,1,"9,700,000.00"
HHLA,2012,2,"32,300,000.00"
HHLA,2012,3,"22,000,000.00"
HHLA,2012,4,"8,400,000.00"
HHLA,2013,1,"14,400,000.00"
HHLA,2013,2,"14,600,000.00"
HHLA,2013,3,"15,600,000.00"
HHLA,2013,4,"9,700,000.00"
HHLA,2014,1,"10,500,000.00"
HHLA,2014,2,"15,600,000.00"
HHLA,2014,3,"20,900,000.00"
HHLA,2014,4,"11,900,000.00"
HHLA,2015,1,"12,600,000.00"
HHLA,2015,2,"24,900,000.00"
HHLA,2015,3,"18,400,000.00"
HHLA,2015,4,"10,800,000.00"
HHLA,2016,1,"18,100,000.00"
HHLA,2016,2,"7,700,000.00"
