company,year,quarter,earnings
Aixtron,2013,4,"-14,800,000.00"
Aixtron,2014,1,"-11,800,000.00"
Aixtron,2014,2,"-11,600,000.00"
Aixtron,2014,3,"-20,000,000.00"
Aixtron,2014,4,"-19,100,000.00"
Aixtron,2015,1,"-9,500,000.00"
Aixtron,2015,2,"-18,100,000.00"
Aixtron,2015,3,"200,000.00"
Aixtron,2015,4,"-1,800,000.00"
Aixtron,2016,1,"-15,500,000.00"
Aixtron,2016,2,"-11,100,000.00"
Aixtron,2016,3,"-4,200,000.00"
Aixtron,2016,4,"6,800,000.00"
Aixtron,2017,1,"-13,500,000.00"
Aixtron,2017,2,"-11,400,000.00"
Aixtron,2017,3,"4,300,000.00"
Aixtron,2017,4,"27,100,000.00"
Bechtle,2012,1,"12,300,000.00"
Bechtle,2012,2,"10,800,000.00"
Bechtle,2012,3,"13,200,000.00"
Bechtle,2012,4,"20,300,000.00"
Bechtle,2013,1,"10,100,000.00"
Bechtle,2013,2,"10,400,000.00"
Bechtle,2013,3,"17,600,000.00"
Bechtle,2013,4,"25,300,000.00"
Bechtle,2014,1,"14,800,000.00"
Bechtle,2014,2,"16,400,000.00"
Bechtle,2014,3,"21,100,000.00"
Bechtle,2014,4,"23,900,000.00"
Bechtle,2015,1,"15,700,000.00"
Bechtle,2015,2,"18,700,000.00"
Bechtle,2015,3,"23,600,000.00"
Bechtle,2015,4,"34,900,000.00"
Bechtle,2016,1,"19,100,000.00"
Bechtle,2016,2,"22,700,000.00"
Bechtle,2016,3,"25,800,000.00"
Bechtle,2016,4,"35,800,000.00"
Bechtle,2017,1,"22,100,000.00"
Bechtle,2017,2,"25,400,000.00"
Bechtle,2017,3,"29,600,000.00"
Bechtle,2017,4,"37,500,000.00"
Cancom,2012,1,"2,100,000.00"
Cancom,2012,2,"2,900,000.00"
Cancom,2012,3,"3,200,000.00"
Cancom,2012,4,"3,300,000.00"
Cancom,2013,1,"3,200,000.00"
Cancom,2013,2,"3,600,000.00"
Cancom,2013,3,"3,900,000.00"
Cancom,2013,4,"3,800,000.00"
Cancom,2014,1,"3,100,000.00"
Cancom,2014,2,"3,300,000.00"
Cancom,2014,3,"5,200,000.00"
Cancom,2014,4,"1,100,000.00"
Cancom,2015,1,"3,100,000.00"
Cancom,2015,2,"1,800,000.00"
Cancom,2015,3,"3,700,000.00"
Cancom,2015,4,"13,800,000.00"
Cancom,2016,1,"6,600,000.00"
Cancom,2016,2,"7,300,000.00"
Cancom,2016,3,"8,900,000.00"
Cancom,2016,4,"10,600,000.00"
Cancom,2017,1,"7,500,000.00"
Cancom,2017,2,"9,000,000.00"
Cancom,2017,3,"8,100,000.00"
Cancom,2017,4,"15,200,000.00"
Carl Zeiss Meditec,2012,1,"16,900,000.00"
Carl Zeiss Meditec,2012,2,"22,400,000.00"
Carl Zeiss Meditec,2012,3,"13,500,000.00"
Carl Zeiss Meditec,2012,4,"19,100,000.00"
Carl Zeiss Meditec,2013,1,"23,400,000.00"
Carl Zeiss Meditec,2013,2,"18,900,000.00"
Carl Zeiss Meditec,2013,3,"23,900,000.00"
Carl Zeiss Meditec,2013,4,"27,300,000.00"
Carl Zeiss Meditec,2014,1,"20,100,000.00"
Carl Zeiss Meditec,2014,2,"19,400,000.00"
Carl Zeiss Meditec,2014,3,"18,000,000.00"
Carl Zeiss Meditec,2014,4,"17,500,000.00"
Carl Zeiss Meditec,2015,1,"18,300,000.00"
Carl Zeiss Meditec,2015,2,"11,700,000.00"
Carl Zeiss Meditec,2015,3,"22,200,000.00"
Carl Zeiss Meditec,2015,4,"10,100,000.00"
Carl Zeiss Meditec,2016,1,"16,700,000.00"
Carl Zeiss Meditec,2016,2,"31,300,000.00"
Carl Zeiss Meditec,2016,3,"19,800,000.00"
Carl Zeiss Meditec,2016,4,"30,500,000.00"
Carl Zeiss Meditec,2017,1,"30,900,000.00"
Carl Zeiss Meditec,2017,2,"30,800,000.00"
Carl Zeiss Meditec,2017,3,"30,800,000.00"
Carl Zeiss Meditec,2017,4,"41,900,000.00"
CompuGroup Medical,2012,1,"8,100,000.00"
CompuGroup Medical,2012,2,"12,800,000.00"
CompuGroup Medical,2012,3,"5,600,000.00"
CompuGroup Medical,2012,4,"4,200,000.00"
CompuGroup Medical,2013,1,"10,300,000.00"
CompuGroup Medical,2013,2,"1,300,000.00"
CompuGroup Medical,2013,3,"5,700,000.00"
CompuGroup Medical,2013,4,"5,800,000.00"
CompuGroup Medical,2014,1,"4,700,000.00"
CompuGroup Medical,2014,2,"1,900,000.00"
CompuGroup Medical,2014,3,"15,600,000.00"
CompuGroup Medical,2014,4,"4,100,000.00"
CompuGroup Medical,2015,1,"20,900,000.00"
CompuGroup Medical,2015,2,"-16,800,000.00"
CompuGroup Medical,2015,3,"25,900,000.00"
CompuGroup Medical,2015,4,"8,500,000.00"
CompuGroup Medical,2016,1,"9,800,000.00"
CompuGroup Medical,2016,2,"2,800,000.00"
CompuGroup Medical,2016,3,"19,400,000.00"
CompuGroup Medical,2016,4,"12,500,000.00"
CompuGroup Medical,2017,1,"12,500,000.00"
CompuGroup Medical,2017,2,"11,600,000.00"
CompuGroup Medical,2017,3,"4,200,000.00"
CompuGroup Medical,2017,4,"3,000,000.00"
Dialog Semiconductor,2012,1,"9,100,000.00"
Dialog Semiconductor,2012,2,"8,500,000.00"
Dialog Semiconductor,2012,3,"12,100,000.00"
Dialog Semiconductor,2012,4,"32,800,000.00"
Dialog Semiconductor,2013,1,"9,900,000.00"
Dialog Semiconductor,2013,2,"2,100,000.00"
Dialog Semiconductor,2013,3,"3,600,000.00"
Dialog Semiconductor,2013,4,"46,600,000.00"
Dialog Semiconductor,2014,1,"14,100,000.00"
Dialog Semiconductor,2014,2,"9,000,000.00"
Dialog Semiconductor,2014,3,"26,600,000.00"
Dialog Semiconductor,2014,4,"88,400,000.00"
Dialog Semiconductor,2015,1,"38,800,000.00"
Dialog Semiconductor,2015,2,"43,000,000.00"
Dialog Semiconductor,2015,3,"43,600,000.00"
Dialog Semiconductor,2015,4,"53,400,000.00"
Dialog Semiconductor,2016,1,"142,900,000.00"
Dialog Semiconductor,2016,2,"16,800,000.00"
Dialog Semiconductor,2016,3,"47,000,000.00"
Dialog Semiconductor,2016,4,"54,200,000.00"
Dialog Semiconductor,2017,1,"23,100,000.00"
Dialog Semiconductor,2017,2,"17,700,000.00"
Dialog Semiconductor,2017,3,"47,900,000.00"
Dialog Semiconductor,2017,4,"85,200,000.00"
Draegerwerk Vz,2012,1,"24,100,000.00"
Draegerwerk Vz,2012,2,"26,000,000.00"
Draegerwerk Vz,2012,3,"23,900,000.00"
Draegerwerk Vz,2012,4,"52,400,000.00"
Draegerwerk Vz,2013,1,"21,100,000.00"
Draegerwerk Vz,2013,2,"22,400,000.00"
Draegerwerk Vz,2013,3,"16,400,000.00"
Draegerwerk Vz,2013,4,"54,700,000.00"
Draegerwerk Vz,2014,1,"7,900,000.00"
Draegerwerk Vz,2014,2,"5,700,000.00"
Draegerwerk Vz,2014,3,"25,800,000.00"
Draegerwerk Vz,2014,4,"57,200,000.00"
Draegerwerk Vz,2015,1,"-3,200,000.00"
Draegerwerk Vz,2015,2,"10,300,000.00"
Draegerwerk Vz,2015,3,"-17,800,000.00"
Draegerwerk Vz,2015,4,"43,400,000.00"
Draegerwerk Vz,2016,1,"-13,600,000.00"
Draegerwerk Vz,2016,2,"12,300,000.00"
Draegerwerk Vz,2016,3,"13,300,000.00"
Draegerwerk Vz,2016,4,"48,900,000.00"
Draegerwerk Vz,2017,1,"-900,000.00"
Draegerwerk Vz,2017,2,"8,900,000.00"
Draegerwerk Vz,2017,3,"10,200,000.00"
Draegerwerk Vz,2017,4,"80,300,000.00"
Evotec,2012,1,"-2,000,000.00"
Evotec,2012,2,"3,700,000.00"
Evotec,2012,3,"5,900,000.00"
Evotec,2012,4,"-5,100,000.00"
Evotec,2013,1,"-2,900,000.00"
Evotec,2013,2,"-1,700,000.00"
Evotec,2013,3,"-300,000.00"
Evotec,2013,4,"-20,500,000.00"
Evotec,2014,1,"-4,000,000.00"
Evotec,2014,2,"-400,000.00"
Evotec,2014,3,"-3,600,000.00"
Evotec,2014,4,"1,000,000.00"
Evotec,2015,1,"-1,100,000.00"
Evotec,2015,2,"14,600,000.00"
Evotec,2015,3,"-2,900,000.00"
Evotec,2015,4,"5,900,000.00"
Evotec,2016,1,"-1,200,000.00"
Evotec,2016,2,"3,900,000.00"
Evotec,2016,3,"8,800,000.00"
Evotec,2016,4,"16,000,000.00"
Evotec,2017,1,"7,100,000.00"
Evotec,2017,2,"3,200,000.00"
Evotec,2017,3,"2,900,000.00"
Evotec,2017,4,"11,100,000.00"
freenet,2012,1,"40,600,000.00"
freenet,2012,2,"41,600,000.00"
freenet,2012,3,"49,000,000.00"
freenet,2012,4,"41,900,000.00"
freenet,2013,1,"60,200,000.00"
freenet,2013,2,"55,100,000.00"
freenet,2013,3,"63,700,000.00"
freenet,2013,4,"59,900,000.00"
freenet,2014,1,"57,300,000.00"
freenet,2014,2,"56,600,000.00"
freenet,2014,3,"66,300,000.00"
freenet,2014,4,"67,300,000.00"
freenet,2015,1,"56,000,000.00"
freenet,2015,2,"54,900,000.00"
freenet,2015,3,"61,900,000.00"
freenet,2015,4,"48,200,000.00"
freenet,2016,1,"52,000,000.00"
freenet,2016,2,"51,900,000.00"
freenet,2016,3,"59,600,000.00"
freenet,2016,4,"64,900,000.00"
freenet,2017,1,"45,200,000.00"
freenet,2017,2,"52,600,000.00"
freenet,2017,3,"159,700,000.00"
freenet,2017,4,"29,200,000.00"
GFT Technologies,2012,1,"600,000.00"
GFT Technologies,2012,2,"1,700,000.00"
GFT Technologies,2012,3,"2,700,000.00"
GFT Technologies,2012,4,"3,300,000.00"
GFT Technologies,2013,1,"1,100,000.00"
GFT Technologies,2013,2,"3,200,000.00"
GFT Technologies,2013,3,"4,000,000.00"
GFT Technologies,2013,4,"5,300,000.00"
GFT Technologies,2014,1,"3,200,000.00"
GFT Technologies,2014,2,"4,100,000.00"
GFT Technologies,2014,3,"6,500,000.00"
GFT Technologies,2014,4,"6,200,000.00"
GFT Technologies,2015,1,"4,800,000.00"
GFT Technologies,2015,2,"3,700,000.00"
GFT Technologies,2015,3,"5,800,000.00"
GFT Technologies,2015,4,"11,000,000.00"
GFT Technologies,2016,1,"5,600,000.00"
GFT Technologies,2016,2,"6,600,000.00"
GFT Technologies,2016,3,"5,900,000.00"
GFT Technologies,2016,4,"6,100,000.00"
GFT Technologies,2017,1,"5,000,000.00"
GFT Technologies,2017,2,"3,100,000.00"
GFT Technologies,2017,3,"6,100,000.00"
GFT Technologies,2017,4,"3,600,000.00"
Jenoptik,2012,1,"8,000,000.00"
Jenoptik,2012,2,"10,700,000.00"
Jenoptik,2012,3,"11,300,000.00"
Jenoptik,2012,4,"20,200,000.00"
Jenoptik,2013,1,"8,400,000.00"
Jenoptik,2013,2,"9,100,000.00"
Jenoptik,2013,3,"11,600,000.00"
Jenoptik,2013,4,"18,100,000.00"
Jenoptik,2014,1,"7,700,000.00"
Jenoptik,2014,2,"10,200,000.00"
Jenoptik,2014,3,"10,300,000.00"
Jenoptik,2014,4,"13,500,000.00"
Jenoptik,2015,1,"8,100,000.00"
Jenoptik,2015,2,"11,800,000.00"
Jenoptik,2015,3,"14,000,000.00"
Jenoptik,2015,4,"15,700,000.00"
Jenoptik,2016,1,"6,500,000.00"
Jenoptik,2016,2,"15,700,000.00"
Jenoptik,2016,3,"17,000,000.00"
Jenoptik,2016,4,"18,200,000.00"
Jenoptik,2017,1,"8,300,000.00"
Jenoptik,2017,2,"14,400,000.00"
Jenoptik,2017,3,"21,600,000.00"
Jenoptik,2017,4,"28,200,000.00"
MorphoSys,2012,1,"-500,000.00"
MorphoSys,2012,2,"-400,000.00"
MorphoSys,2012,3,"-200,000.00"
MorphoSys,2012,4,"3,000,000.00"
MorphoSys,2013,1,"7,900,000.00"
MorphoSys,2013,2,"11,100,000.00"
MorphoSys,2013,3,"-2,100,000.00"
MorphoSys,2013,4,"-3,700,000.00"
MorphoSys,2014,1,"1,100,000.00"
MorphoSys,2014,2,"-500,000.00"
MorphoSys,2014,3,"-2,600,000.00"
MorphoSys,2014,4,"-1,000,000.00"
MorphoSys,2015,1,"40,900,000.00"
MorphoSys,2015,2,"-4,300,000.00"
MorphoSys,2015,3,"-8,300,000.00"
MorphoSys,2015,4,"-13,400,000.00"
MorphoSys,2016,1,"-7,200,000.00"
MorphoSys,2016,2,"-11,600,000.00"
MorphoSys,2016,3,"-12,800,000.00"
MorphoSys,2016,4,"-28,800,000.00"
MorphoSys,2017,1,"-15,000,000.00"
MorphoSys,2017,2,"-16,100,000.00"
MorphoSys,2017,3,"-24,000,000.00"
MorphoSys,2017,4,"-14,700,000.00"
Nemetschek,2012,1,"4,300,000.00"
Nemetschek,2012,2,"3,900,000.00"
Nemetschek,2012,3,"4,700,000.00"
Nemetschek,2012,4,"6,000,000.00"
Nemetschek,2013,1,"5,300,000.00"
Nemetschek,2013,2,"4,700,000.00"
Nemetschek,2013,3,"6,100,000.00"
Nemetschek,2013,4,"7,900,000.00"
Nemetschek,2014,1,"7,500,000.00"
Nemetschek,2014,2,"6,900,000.00"
Nemetschek,2014,3,"7,900,000.00"
Nemetschek,2014,4,"9,200,000.00"
Nemetschek,2015,1,"8,400,000.00"
Nemetschek,2015,2,"7,100,000.00"
Nemetschek,2015,3,"8,700,000.00"
Nemetschek,2015,4,"11,700,000.00"
Nemetschek,2016,1,"11,000,000.00"
Nemetschek,2016,2,"13,100,000.00"
Nemetschek,2016,3,"12,100,000.00"
Nemetschek,2016,4,"10,700,000.00"
Nemetschek,2017,1,"14,200,000.00"
Nemetschek,2017,2,"13,500,000.00"
Nemetschek,2017,3,"15,100,000.00"
Nemetschek,2017,4,"31,900,000.00"
Nordex,2012,1,"-13,800,000.00"
Nordex,2012,2,"-9,100,000.00"
Nordex,2012,3,"7,800,000.00"
Nordex,2012,4,"-78,800,000.00"
Nordex,2013,1,"-8,300,000.00"
Nordex,2013,2,"9,600,000.00"
Nordex,2013,3,"4,000,000.00"
Nordex,2013,4,"4,900,000.00"
Nordex,2014,1,"9,100,000.00"
Nordex,2014,2,"7,400,000.00"
Nordex,2014,3,"11,500,000.00"
Nordex,2014,4,"11,000,000.00"
Nordex,2015,1,"14,800,000.00"
Nordex,2015,2,"22,100,000.00"
Nordex,2015,3,"8,500,000.00"
Nordex,2015,4,"6,900,000.00"
Nordex,2016,1,"25,500,000.00"
Nordex,2016,2,"25,500,000.00"
Nordex,2016,3,"13,400,000.00"
Nordex,2016,4,"31,000,000.00"
Nordex,2017,1,"7,100,000.00"
Nordex,2017,2,"15,600,000.00"
Nordex,2017,3,"5,300,000.00"
Nordex,2017,4,"-27,700,000.00"
Pfeiffer Vacuum,2012,1,"13,400,000.00"
Pfeiffer Vacuum,2012,2,"10,500,000.00"
Pfeiffer Vacuum,2012,3,"11,300,000.00"
Pfeiffer Vacuum,2012,4,"10,100,000.00"
Pfeiffer Vacuum,2013,1,"7,500,000.00"
Pfeiffer Vacuum,2013,2,"6,900,000.00"
Pfeiffer Vacuum,2013,3,"10,000,000.00"
Pfeiffer Vacuum,2013,4,"10,400,000.00"
Pfeiffer Vacuum,2014,1,"6,900,000.00"
Pfeiffer Vacuum,2014,2,"7,100,000.00"
Pfeiffer Vacuum,2014,3,"7,400,000.00"
Pfeiffer Vacuum,2014,4,"11,000,000.00"
Pfeiffer Vacuum,2015,1,"11,400,000.00"
Pfeiffer Vacuum,2015,2,"9,700,000.00"
Pfeiffer Vacuum,2015,3,"10,600,000.00"
Pfeiffer Vacuum,2015,4,"10,200,000.00"
Pfeiffer Vacuum,2016,1,"9,000,000.00"
Pfeiffer Vacuum,2016,2,"9,700,000.00"
Pfeiffer Vacuum,2016,3,"10,500,000.00"
Pfeiffer Vacuum,2016,4,"17,800,000.00"
Pfeiffer Vacuum,2017,1,"14,800,000.00"
Pfeiffer Vacuum,2017,2,"10,000,000.00"
Pfeiffer Vacuum,2017,3,"17,300,000.00"
Pfeiffer Vacuum,2017,4,"11,700,000.00"
Qiagen,2012,1,"28,600,000.00"
Qiagen,2012,2,"33,300,000.00"
Qiagen,2012,3,"29,200,000.00"
Qiagen,2012,4,"38,400,000.00"
Qiagen,2013,1,"20,000,000.00"
Qiagen,2013,2,"-51,800,000.00"
Qiagen,2013,3,"40,700,000.00"
Qiagen,2013,4,"60,200,000.00"
Qiagen,2014,1,"23,300,000.00"
Qiagen,2014,2,"32,800,000.00"
Qiagen,2014,3,"34,700,000.00"
Qiagen,2014,4,"25,800,000.00"
Qiagen,2015,1,"19,500,000.00"
Qiagen,2015,2,"25,100,000.00"
Qiagen,2015,3,"33,900,000.00"
Qiagen,2015,4,"48,600,000.00"
Qiagen,2016,1,"14,900,000.00"
Qiagen,2016,2,"21,000,000.00"
Qiagen,2016,3,"33,800,000.00"
Qiagen,2016,4,"10,700,000.00"
Qiagen,2017,1,"17,700,000.00"
Qiagen,2017,2,"14,000,000.00"
Qiagen,2017,3,"48,500,000.00"
Qiagen,2017,4,"-39,800,000.00"
RIB Software,2012,1,"2,700,000.00"
RIB Software,2012,2,"2,200,000.00"
RIB Software,2012,3,"1,200,000.00"
RIB Software,2012,4,"2,700,000.00"
RIB Software,2013,1,"2,300,000.00"
RIB Software,2013,2,"1,000,000.00"
RIB Software,2013,3,"2,800,000.00"
RIB Software,2013,4,"2,900,000.00"
RIB Software,2014,1,"1,500,000.00"
RIB Software,2014,2,"3,500,000.00"
RIB Software,2014,3,"8,400,000.00"
RIB Software,2014,4,"7,400,000.00"
RIB Software,2015,1,"2,800,000.00"
RIB Software,2015,2,"2,000,000.00"
RIB Software,2015,3,"1,500,000.00"
RIB Software,2015,4,"4,200,000.00"
RIB Software,2016,1,"1,200,000.00"
RIB Software,2016,2,"3,500,000.00"
RIB Software,2016,3,"1,100,000.00"
RIB Software,2016,4,"8,800,000.00"
RIB Software,2017,1,"7,900,000.00"
RIB Software,2017,2,"4,300,000.00"
RIB Software,2017,3,"4,000,000.00"
RIB Software,2017,4,"2,200,000.00"
S&T,2012,1,"2,900,000.00"
S&T,2012,2,"700,000.00"
S&T,2012,3,"1,000,000.00"
S&T,2012,4,"3,100,000.00"
S&T,2013,1,"1,940,000.00"
S&T,2013,2,"2,060,000.00"
S&T,2013,3,"2,100,000.00"
S&T,2013,4,"5,600,000.00"
S&T,2014,1,"2,400,000.00"
S&T,2014,2,"2,500,000.00"
S&T,2014,3,"2,100,000.00"
S&T,2014,4,"6,000,000.00"
S&T,2015,1,"2,600,000.00"
S&T,2015,2,"2,800,000.00"
S&T,2015,3,"2,500,000.00"
S&T,2015,4,"7,900,000.00"
S&T,2016,1,"2,500,000.00"
S&T,2016,2,"3,300,000.00"
S&T,2016,3,"4,000,000.00"
S&T,2016,4,"4,800,000.00"
S&T,2017,1,"2,400,000.00"
S&T,2017,2,"2,400,000.00"
S&T,2017,3,"7,100,000.00"
S&T,2017,4,"10,600,000.00"
Sartorius Vz,2012,1,"12,000,000.00"
Sartorius Vz,2012,2,"10,300,000.00"
Sartorius Vz,2012,3,"14,900,000.00"
Sartorius Vz,2012,4,"11,300,000.00"
Sartorius Vz,2013,1,"12,800,000.00"
Sartorius Vz,2013,2,"14,300,000.00"
Sartorius Vz,2013,3,"12,300,000.00"
Sartorius Vz,2013,4,"13,000,000.00"
Sartorius Vz,2014,1,"11,000,000.00"
Sartorius Vz,2014,2,"11,400,000.00"
Sartorius Vz,2014,3,"14,600,000.00"
Sartorius Vz,2014,4,"11,500,000.00"
Sartorius Vz,2015,1,"49,800,000.00"
Sartorius Vz,2015,2,"27,200,000.00"
Sartorius Vz,2015,3,"29,600,000.00"
Sartorius Vz,2015,4,"19,700,000.00"
Sartorius Vz,2016,1,"24,300,000.00"
Sartorius Vz,2016,2,"29,100,000.00"
Sartorius Vz,2016,3,"26,900,000.00"
Sartorius Vz,2016,4,"22,600,000.00"
Sartorius Vz,2017,1,"26,600,000.00"
Sartorius Vz,2017,2,"25,200,000.00"
Sartorius Vz,2017,3,"22,800,000.00"
Sartorius Vz,2017,4,"40,100,000.00"
SMA Solar Technology,2012,1,"29,600,000.00"
SMA Solar Technology,2012,2,"29,900,000.00"
SMA Solar Technology,2012,3,"21,500,000.00"
SMA Solar Technology,2012,4,"-5,900,000.00"
SMA Solar Technology,2013,1,"-5,600,000.00"
SMA Solar Technology,2013,2,"-10,400,000.00"
SMA Solar Technology,2013,3,"-4,700,000.00"
SMA Solar Technology,2013,4,"-45,900,000.00"
SMA Solar Technology,2014,1,"-16,700,000.00"
SMA Solar Technology,2014,2,"-28,200,000.00"
SMA Solar Technology,2014,3,"-9,200,000.00"
SMA Solar Technology,2014,4,"-124,900,000.00"
SMA Solar Technology,2015,1,"-7,900,000.00"
SMA Solar Technology,2015,2,"-13,500,000.00"
SMA Solar Technology,2015,3,"7,700,000.00"
SMA Solar Technology,2015,4,"28,000,000.00"
SMA Solar Technology,2016,1,"18,800,000.00"
SMA Solar Technology,2016,2,"700,000.00"
SMA Solar Technology,2016,3,"17,500,000.00"
SMA Solar Technology,2016,4,"-7,400,000.00"
SMA Solar Technology,2017,1,"6,000,000.00"
SMA Solar Technology,2017,2,"2,800,000.00"
SMA Solar Technology,2017,3,"16,200,000.00"
SMA Solar Technology,2017,4,"5,100,000.00"
Software,2012,1,"35,800,000.00"
Software,2012,2,"37,400,000.00"
Software,2012,3,"40,700,000.00"
Software,2012,4,"50,600,000.00"
Software,2013,1,"27,200,000.00"
Software,2013,2,"28,800,000.00"
Software,2013,3,"31,000,000.00"
Software,2013,4,"46,800,000.00"
Software,2014,1,"18,600,000.00"
Software,2014,2,"14,100,000.00"
Software,2014,3,"30,400,000.00"
Software,2014,4,"47,300,000.00"
Software,2015,1,"18,700,000.00"
Software,2015,2,"19,900,000.00"
Software,2015,3,"44,700,000.00"
Software,2015,4,"56,100,000.00"
Software,2016,1,"29,400,000.00"
Software,2016,2,"28,100,000.00"
Software,2016,3,"32,400,000.00"
Software,2016,4,"50,300,000.00"
Software,2017,1,"27,300,000.00"
Software,2017,2,"31,200,000.00"
Software,2017,3,"33,700,000.00"
Software,2017,4,"48,100,000.00"
United Internet,2012,1,"28,800,000.00"
United Internet,2012,2,"-13,700,000.00"
United Internet,2012,3,"44,500,000.00"
United Internet,2012,4,"48,200,000.00"
United Internet,2013,1,"44,300,000.00"
United Internet,2013,2,"38,400,000.00"
United Internet,2013,3,"50,600,000.00"
United Internet,2013,4,"73,100,000.00"
United Internet,2014,1,"59,900,000.00"
United Internet,2014,2,"67,900,000.00"
United Internet,2014,3,"152,100,000.00"
United Internet,2014,4,"167,200,000.00"
United Internet,2015,1,"78,600,000.00"
United Internet,2015,2,"95,600,000.00"
United Internet,2015,3,"99,800,000.00"
United Internet,2015,4,"92,400,000.00"
United Internet,2016,1,"-55,600,000.00"
United Internet,2016,2,"4,500,000.00"
United Internet,2016,3,"120,600,000.00"
United Internet,2016,4,"109,500,000.00"
United Internet,2017,1,"92,700,000.00"
United Internet,2017,2,"82,500,000.00"
United Internet,2017,3,"413,200,000.00"
United Internet,2017,4,"62,000,000.00"
Wirecard,2012,1,"15,300,000.00"
Wirecard,2012,2,"17,200,000.00"
Wirecard,2012,3,"20,500,000.00"
Wirecard,2012,4,"20,300,000.00"
Wirecard,2013,1,"16,500,000.00"
Wirecard,2013,2,"19,000,000.00"
Wirecard,2013,3,"21,200,000.00"
Wirecard,2013,4,"26,000,000.00"
Wirecard,2014,1,"21,100,000.00"
Wirecard,2014,2,"23,700,000.00"
Wirecard,2014,3,"29,300,000.00"
Wirecard,2014,4,"33,800,000.00"
Wirecard,2015,1,"28,600,000.00"
Wirecard,2015,2,"32,400,000.00"
Wirecard,2015,3,"37,300,000.00"
Wirecard,2015,4,"44,300,000.00"
Wirecard,2016,1,"36,600,000.00"
Wirecard,2016,2,"130,200,000.00"
Wirecard,2016,3,"49,400,000.00"
Wirecard,2016,4,"50,500,000.00"
Wirecard,2017,1,"48,500,000.00"
Wirecard,2017,2,"56,000,000.00"
Wirecard,2017,3,"64,000,000.00"
Wirecard,2017,4,"91,200,000.00"
Xing,2012,1,"2,000,000.00"
Xing,2012,2,"2,100,000.00"
Xing,2012,3,"2,200,000.00"
Xing,2012,4,"1,400,000.00"
Xing,2013,1,"2,000,000.00"
Xing,2013,2,"2,700,000.00"
Xing,2013,3,"2,700,000.00"
Xing,2013,4,"1,700,000.00"
Xing,2014,1,"1,000,000.00"
Xing,2014,2,"2,800,000.00"
Xing,2014,3,"4,700,000.00"
Xing,2014,4,"-2,300,000.00"
Xing,2015,1,"4,100,000.00"
Xing,2015,2,"4,700,000.00"
Xing,2015,3,"4,600,000.00"
Xing,2015,4,"4,200,000.00"
Xing,2016,1,"5,300,000.00"
Xing,2016,2,"6,400,000.00"
Xing,2016,3,"6,400,000.00"
Xing,2016,4,"5,500,000.00"
Xing,2017,1,"5,100,000.00"
Xing,2017,2,"8,000,000.00"
Xing,2017,3,"8,000,000.00"
Xing,2017,4,"4,800,000.00"
